,input,output,reaction_type,reactants,reagents,products,any_correct,all_correct,not_common,missed
6593,N#CC(c1ccc(Cl)cc1)C1CCNCC1,N#CC(c1ccc(Cl)cc1F)C1CCNCC1,6,"['[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1', 'O=C(c1ccc(Cl)cc1)C1CCNCC1']",[],['N#CC(c1ccc(Cl)cc1)C1CCNCC1'],0.0,0.0,"['[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1', 'O=C(c1ccc(Cl)cc1)C1CCNCC1']",['N#CC(c1ccc(Cl)cc1F)C1CCNCC1']
6700,Cn1nc(NCC(=O)NC2CN(C3CCC(O)(c4cncs4)CC3)C2)c2cc(C(F)C(F)(F)F)ccc21,Cn1nc(NCC(=O)NC2CNC2)c2cc(C(F)C(F)(F)F)ccc21.O=C1CCC(O)(c2cncs2)CC1,1,"['Cn1nc(N)c2cc(C(F)C(F)(F)F)ccc21', 'O=C(Cl)NC1CN(C2CCC(O)(c3cncs3)CC2)C1']",[],['Cn1nc(NCC(=O)NC2CN(C3CCC(O)(c4cncs4)CC3)C2)c2cc(C(F)C(F)(F)F)ccc21'],0.0,0.0,"['Cn1nc(N)c2cc(C(F)C(F)(F)F)ccc21', 'O=C(Cl)NC1CN(C2CCC(O)(c3cncs3)CC2)C1']","['Cn1nc(NCC(=O)NC2CNC2)c2cc(C(F)C(F)(F)F)ccc21', 'O=C1CCC(O)(c2cncs2)CC1']"
6750,O=C(C[C@@H]1C[C@H]2O[C@@H]2CCC(=O)O[C@H](c2ccccc2)CNC1=O)NCc1ccc(Cl)cc1,O=C(C[C@@H]1CC=CCCC(=O)O[C@H](c2ccccc2)CNC1=O)NCc1ccc(Cl)cc1.O=C(OO)c1cccc(Cl)c1,4,"['O=C(C[C@@H]1C[C@H]2O[C@@H]2CCC(=O)O[C@H](c2ccccc2)CNC1=O)N', 'NCc1ccc(CCl)cc1']",[],['O=C(C[C@@H]1C[C@H]2O[C@@H]2CCC(=O)O[C@H](c2ccccc2)CNC1=O)NCc1ccc(Cl)cc1'],0.0,0.0,"['NC(=O)C[C@@H]1C[C@H]2O[C@@H]2CCC(=O)O[C@H](c2ccccc2)CNC1=O', 'NCc1ccc(CCl)cc1']","['O=C(C[C@@H]1CC=CCCC(=O)O[C@H](c2ccccc2)CNC1=O)NCc1ccc(Cl)cc1', 'O=C(OO)c1cccc(Cl)c1']"
6810,CCOP(=O)(OCC)c1csc(-c2scc(P(=O)(OCC)OCC)c2P(=O)(OCC)OCC)c1P(=O)(OCC)OCC,CCCC[Sn](CCCC)(CCCC)c1scc(P(=O)(OCC)OCC)c1P(=O)(OCC)OCC.CCOP(=O)(OCC)c1csc(I)c1P(=O)(OCC)OCC,3,"['CCOP(=O)(OCC)c1csc(Br)c1P(=O)(OCC)OCC', 'CCOP(=O)(OCC)c1scc(P(=O)(OCC)OCC)c1P(=O)(OCC)OCC']",[],['CCOP(=O)(OCC)c1csc(-c2scc(P(=O)(OCC)OCC)c2P(=O)(OCC)OCC)c1P(=O)(OCC)OCC'],0.0,0.0,"['CCOP(=O)(OCC)c1csc(Br)c1P(=O)(OCC)OCC', 'CCOP(=O)(OCC)c1csc(P(=O)(OCC)OCC)c1P(=O)(OCC)OCC']","['CCCC[Sn](CCCC)(CCCC)c1scc(P(=O)(OCC)OCC)c1P(=O)(OCC)OCC', 'CCOP(=O)(OCC)c1csc(I)c1P(=O)(OCC)OCC']"
6854,CCCc1c(OCCCOc2c(C(C)=O)cc3c(c2CCC)OC(C)(CCC(=O)OCC)CC3)ccc(C(C)=O)c1O,CCCc1c(O)ccc(C(C)=O)c1O.CCCc1c2c(cc(C(C)=O)c1OCCCBr)CCC(C)(CCC(=O)OCC)O2,1,['CCCc1c(OCCCOc2c(C(C)=O)cc3c(c2CCC)OC(C)(CCC(=O)OCC)CC3=O)ccc(C(C)=O)c1O'],[],['CCCc1c(OCCCOc2c(C(C)=O)cc3c(c2CCC)OC(C)(CCC(=O)OCC)CC3)ccc(C(C)=O)c1O'],0.0,0.0,['CCCc1c(OCCCOc2c(C(C)=O)cc3c(c2CCC)OC(C)(CCC(=O)OCC)CC3=O)ccc(C(C)=O)c1O'],"['CCCc1c(O)ccc(C(C)=O)c1O', 'CCCc1c2c(cc(C(C)=O)c1OCCCBr)CCC(C)(CCC(=O)OCC)O2']"
6860,Cc1ccc2nc(N3CCS(=O)(=O)c4ccc(N5CCOCC5)cc4C3)cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c2c1,C1COCCN1.Cc1ccc2nc(N3CCS(=O)(=O)c4ccc(F)cc4C3)cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c2c1,1,"['Cc1ccc2nc(N)cc(NCC3(NCc4ccccc4)COC3)c2c1', 'O=S(=O)(c1ccc(N2CCOCC2)cc1)C1CN(c2cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c3cc(C)ccc3n2)CC1', 'ClCc1ccccc1']",[],['Cc1ccc2nc(N3CCS(=O)(=O)c4ccc(N5CCOCC5)cc4C3)cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c2c1'],0.0,0.0,"['Cc1ccc2nc(N)cc(NCC3(NCc4ccccc4)COC3)c2c1', 'Cc1ccc2nc(N3CCC(S(=O)(=O)c4ccc(N5CCOCC5)cc4)C3)cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c2c1', 'ClCc1ccccc1']","['C1COCCN1', 'Cc1ccc2nc(N3CCS(=O)(=O)c4ccc(F)cc4C3)cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c2c1']"
6879,CCOC(=O)C(Cc1ccc(Br)cc1)c1c(SC(C)(C)C)c2cc(OC)ccc2n1C,CCOC(=O)C(Cc1ccc(Br)cc1)c1[nH]c2ccc(OC)cc2c1SC(C)(C)C.CI,1,"['BrCc1ccc(Br)cc1', 'CCOC(=O)Cc1c(SC(C)(C)C)c2cc(OC)ccc2n1C']",[],['CCOC(=O)C(Cc1ccc(Br)cc1)c1c(SC(C)(C)C)c2cc(OC)ccc2n1C'],0.0,0.0,"['BrCc1ccc(Br)cc1', 'CCOC(=O)Cc1c(SC(C)(C)C)c2cc(OC)ccc2n1C']","['CCOC(=O)C(Cc1ccc(Br)cc1)c1[nH]c2ccc(OC)cc2c1SC(C)(C)C', 'CI']"
6906,C[Si](C)(C)C#Cc1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,C#C[Si](C)(C)C.N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1I,3,"['C[Si](C)(C)C#CC(C#N)=C(C#N)C#N', 'NNc1c(Cl)cc(C(F)(F)F)cc1Cl']",[],['C[Si](C)(C)C#Cc1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N'],0.0,0.0,"['C[Si](C)(C)C#CC(C#N)=C(C#N)C#N', 'NNc1c(Cl)cc(C(F)(F)F)cc1Cl']","['C#C[Si](C)(C)C', 'N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1I']"
6908,CCOCC(=O)N(CC)Cc1cc(C(F)(F)F)ccc1-c1cncc(CC(=O)OCC)c1,CCNCc1cc(C(F)(F)F)ccc1-c1cncc(CC(=O)OCC)c1.CCOCC(=O)O,2,"['CCOC(=O)Cc1cncc(Br)c1', 'CCOCC(=O)N(CC)Cc1cc(C(F)(F)F)ccc1B(O)O']",[],['CCOCC(=O)N(CC)Cc1cc(C(F)(F)F)ccc1-c1cncc(CC(=O)OCC)c1'],0.0,0.0,"['CCOC(=O)Cc1cncc(Br)c1', 'CCOCC(=O)N(CC)Cc1cc(C(F)(F)F)ccc1B(O)O']","['CCNCc1cc(C(F)(F)F)ccc1-c1cncc(CC(=O)OCC)c1', 'CCOCC(=O)O']"
6964,c1ccc(Nc2nc3c(s2)CNCC3)cc1,C=O.NCCc1csc(Nc2ccccc2)n1,3,['CCOC(=O)N1CCc2nc(Nc3ccccc3)sc2C1'],[],['c1ccc(Nc2nc3c(s2)CNCC3)cc1'],0.0,0.0,['CCOC(=O)N1CCc2nc(Nc3ccccc3)sc2C1'],"['C=O', 'NCCc1csc(Nc2ccccc2)n1']"
7034,COc1ccc(-n2nc(C(C)C)cc2-c2ccc(OCCNC(=O)OC(C)(C)C)cc2)cc1,C=C(C)c1cc(-c2ccc(OCCNC(=O)OC(C)(C)C)cc2)n(-c2ccc(OC)cc2)n1,7,"['CC(C)(C)OC(=O)NCCO', 'COc1ccc(-n2nc(C(C)C)cc2-c2ccc(F)cc2)cc1']",[],['COc1ccc(-n2nc(C(C)C)cc2-c2ccc(OCCNC(=O)OC(C)(C)C)cc2)cc1'],0.0,0.0,"['CC(C)(C)OC(=O)NCCO', 'COc1ccc(-n2nc(C(C)C)cc2-c2ccc(F)cc2)cc1']",['C=C(C)c1cc(-c2ccc(OCCNC(=O)OC(C)(C)C)cc2)n(-c2ccc(OC)cc2)n1']
7039,CC1CN(Cc2ccccc2)CCC1=O,CCOC(=O)C1(C)CN(Cc2ccccc2)CCC1=O,9,['CC1C(=O)CCN(Cc2ccccc2)C1=O'],[],['CC1CN(Cc2ccccc2)CCC1=O'],0.0,0.0,['CC1C(=O)CCN(Cc2ccccc2)C1=O'],['CCOC(=O)C1(C)CN(Cc2ccccc2)CCC1=O']
7074,CN(C)C(=O)N1CCCC(N)C1,CN(C)C(=O)N1CCCC(N2C(=O)c3ccccc3C2=O)C1,6,['CN(C)C(=O)N1CCCC(NCc2ccccc2)C1'],[],['CN(C)C(=O)N1CCCC(N)C1'],0.0,0.0,['CN(C)C(=O)N1CCCC(NCc2ccccc2)C1'],['CN(C)C(=O)N1CCCC(N2C(=O)c3ccccc3C2=O)C1']
7104,Cc1c(Nc2ccc(I)cc2F)c(NS(=O)(=O)C2CC(O)C2)c2n(c1=O)CCS2,Cc1c(Nc2ccc(I)cc2F)c(NS(=O)(=O)C2CC(OCc3ccccc3)C2)c2n(c1=O)CCS2,6,"['Cc1c(N)c(NS(=O)(=O)C2CC(O)C2)c2n(c1=O)CCS2', 'Nc1cc(I)ccc1F']",[],['Cc1c(Nc2ccc(I)cc2F)c(NS(=O)(=O)C2CC(O)C2)c2n(c1=O)CCS2'],0.0,0.0,"['Cc1c(N)c(NS(=O)(=O)C2CC(O)C2)c2n(c1=O)CCS2', 'Nc1cc(I)ccc1F']",['Cc1c(Nc2ccc(I)cc2F)c(NS(=O)(=O)C2CC(OCc3ccccc3)C2)c2n(c1=O)CCS2']
7122,O=C(c1nc(CC2(c3ccccc3)CCCC2)nc(O)c1OCc1ccccc1)N(CCO)CC1CC1,CC(C)(C)[Si](C)(C)OCCN(CC1CC1)C(=O)c1nc(CC2(c3ccccc3)CCCC2)nc(O)c1OCc1ccccc1,6,"['O=C(Cl)N(CCO)CC1CC1', 'N=C(O)c1nc(CC2(c3ccccc3)CCCC2)nc(OCc2ccccc2)c1O']",[],['O=C(c1nc(CC2(c3ccccc3)CCCC2)nc(O)c1OCc1ccccc1)N(CCO)CC1CC1'],0.0,0.0,"['O=C(Cl)N(CCO)CC1CC1', 'N=C(O)c1nc(CC2(c3ccccc3)CCCC2)nc(OCc2ccccc2)c1O']",['CC(C)(C)[Si](C)(C)OCCN(CC1CC1)C(=O)c1nc(CC2(c3ccccc3)CCCC2)nc(O)c1OCc1ccccc1']
7161,Cc1cc(OC2CCS(=O)(=O)N(C)C2)cc(C)c1Br,CI.Cc1cc(OC2CCS(=O)(=O)NC2)cc(C)c1Br,1,"['Cc1cc(O)cc(C)c1Br', 'CN1CCNS1(=O)=O']",[],['Cc1cc(OC2CCS(=O)(=O)N(C)C2)cc(C)c1Br'],0.0,0.0,"['Cc1cc(O)cc(C)c1Br', 'CN1CCNS1(=O)=O']","['CI', 'Cc1cc(OC2CCS(=O)(=O)NC2)cc(C)c1Br']"
7173,COc1cc(F)ccc1-c1cc(Nc2cc(CO)ccn2)ncc1F,COc1cc(F)ccc1-c1cc(Cl)ncc1F.Nc1cc(CO)ccn1,1,"['COc1cc(F)ccc1B(O)O', 'OCc1ccnc(Nc2cc(I)c(F)cn2)c1']",[],['COc1cc(F)ccc1-c1cc(Nc2cc(CO)ccn2)ncc1F'],0.0,0.0,"['COc1cc(F)ccc1B(O)O', 'OCc1ccnc(Nc2cc(I)c(F)cn2)c1']","['COc1cc(F)ccc1-c1cc(Cl)ncc1F', 'Nc1cc(CO)ccn1']"
7231,CCOC(=O)[C@H]1CCCN(c2ccc(-c3ccncc3)cc2F)C1,CCOC(=O)[C@H]1CCCNC1.Fc1cc(-c2ccncc2)ccc1Br,1,"['OB(O)c1ccncc1', 'CCOC(=O)[C@H]1CCCN(c2ccc(Br)cc2F)C1']",[],['CCOC(=O)[C@H]1CCCN(c2ccc(-c3ccncc3)cc2F)C1'],0.0,0.0,"['OB(O)c1ccncc1', 'CCOC(=O)[C@H]1CCCN(c2ccc(Br)cc2F)C1']","['CCOC(=O)[C@H]1CCCNC1', 'Fc1cc(-c2ccncc2)ccc1Br']"
7243,COc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OCCCn1cncn1,COc1cc2c(Cl)ncnc2cc1OCCCn1cncn1.Nc1ccc2[nH]ccc2c1,1,"['OCCCn1cncn1', 'COc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1O']",[],['COc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OCCCn1cncn1'],0.0,0.0,"['OCCCn1cncn1', 'COc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1O']","['COc1cc2c(Cl)ncnc2cc1OCCCn1cncn1', 'Nc1ccc2[nH]ccc2c1']"
7290,CCN(CC)C(=O)CCCC=C(c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,CCNCC.O=C(O)CCCC=C(c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,2,"['CCN(CC)C(=O)CCCC=O', 'O=S(=O)(NCCc1ccccc1)c1ccc(Cl)cc1', 'c1ccncc1']",[],['CCN(CC)C(=O)CCCC=C(c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1'],0.0,0.0,"['CCN(CC)C(=O)CCCC=O', 'O=S(=O)(NCCc1ccccc1)c1ccc(Cl)cc1', 'c1ccncc1']","['CCNCC', 'O=C(O)CCCC=C(c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1']"
7292,CCCCC(CC)COC(=O)CCSc1ccc2c(ccc3nnnn32)c1,Brc1ccc2c(ccc3nnnn32)c1.CCCCC(CC)COC(=O)CCS,1,"['CCCCC(CC)CO', 'O=C(Cl)CCSc1ccc2c(ccc3nnnn32)c1']",[],['CCCCC(CC)COC(=O)CCSc1ccc2c(ccc3nnnn32)c1'],0.0,0.0,"['CCCCC(CC)CO', 'O=C(Cl)CCSc1ccc2c(ccc3nnnn32)c1']","['Brc1ccc2c(ccc3nnnn32)c1', 'CCCCC(CC)COC(=O)CCS']"
7315,OC1(c2ccc3ccccc3c2)CC2CCC(C1)N2,OC1(c2ccc3ccccc3c2)CC2CCC(C1)N2Cc1ccccc1,6,['Oc1ccc2ccccc2c1'],[],['OC1(c2ccc3ccccc3c2)CC2CCC(C1)N2'],0.0,0.0,['Oc1ccc2ccccc2c1'],['OC1(c2ccc3ccccc3c2)CC2CCC(C1)N2Cc1ccccc1']
7336,CCc1cccc(-c2ccc(N)cc2)c1,CCc1cccc(B(O)O)c1.Nc1ccc(Br)cc1,3,"['Nc1ccc(B(O)O)cc1', 'CCc1cccc(Br)c1']",[],['CCc1cccc(-c2ccc(N)cc2)c1'],0.0,0.0,"['Nc1ccc(B(O)O)cc1', 'CCc1cccc(Br)c1']","['CCc1cccc(B(O)O)c1', 'Nc1ccc(Br)cc1']"
7372,CCCCSC(Cc1ccc(Cl)cc1Cl)n1ccnc1,CCCCS.Clc1ccc(CC(Cl)n2ccnc2)c(Cl)c1,1,"['CCCCSC#N.Cc1ccc(Cl)cc1Cl', 'c1c[nH]cn1']",[],['CCCCSC(Cc1ccc(Cl)cc1Cl)n1ccnc1'],0.0,0.0,"['CCCCSC#N.Cc1ccc(Cl)cc1Cl', 'c1c[nH]cn1']","['CCCCS', 'Clc1ccc(CC(Cl)n2ccnc2)c(Cl)c1']"
7388,CN1C(=O)C2(CCCc3cnc(C#CC4CC4)cc32)N=C1N,C#CC1CC1.CN1C(=O)C2(CCCc3cnc(Cl)cc32)N=C1N,3,['CN1C(=O)C2(CCCc3cnc(C#CC4CC4)cc32)N=C1'],[],['CN1C(=O)C2(CCCc3cnc(C#CC4CC4)cc32)N=C1N'],0.0,0.0,['CN1C=NC2(CCCc3cnc(C#CC4CC4)cc32)C1=O'],"['C#CC1CC1', 'CN1C(=O)C2(CCCc3cnc(Cl)cc32)N=C1N']"
7401,Cn1ccc2ncnc(Oc3ccc(C(=O)Nc4ccccc4)cc3)c21,Cn1ccc2ncnc(Oc3ccc(C(=O)O)cc3)c21.Nc1ccccc1,2,"['Cn1ccc2ncnc(Cl)c21', 'O=C(Nc1ccccc1)c1ccc(O)cc1']",[],['Cn1ccc2ncnc(Oc3ccc(C(=O)Nc4ccccc4)cc3)c21'],0.0,0.0,"['Cn1ccc2ncnc(Cl)c21', 'O=C(Nc1ccccc1)c1ccc(O)cc1']","['Cn1ccc2ncnc(Oc3ccc(C(=O)O)cc3)c21', 'Nc1ccccc1']"
7428,CN(Cc1ccccc1)C(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)OC(C)(C)C)n1,CCOC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)OC(C)(C)C)n1.CNCc1ccccc1,2,['CN(Cc1ccccc1)C(=O)c1noc(C#N)n1'],[],['CN(Cc1ccccc1)C(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)OC(C)(C)C)n1'],0.0,0.0,['CN(Cc1ccccc1)C(=O)c1noc(C#N)n1'],"['CCOC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)OC(C)(C)C)n1', 'CNCc1ccccc1']"
7457,CC(C)N(Cc1cc(C(=O)O)cc2c1OC(C)(C)CC2(C)C)C1CC1,CCOC(=O)c1cc(CN(C(C)C)C2CC2)c2c(c1)C(C)(C)CC(C)(C)O2,6,"['CC(C)NCc1cc(C(=O)O)cc2c1OC(C)(C)CC2(C)C', 'C1CC1']",[],['CC(C)N(Cc1cc(C(=O)O)cc2c1OC(C)(C)CC2(C)C)C1CC1'],0.0,0.0,"['CC(C)NCc1cc(C(=O)O)cc2c1OC(C)(C)CC2(C)C', 'C1CC1']",['CCOC(=O)c1cc(CN(C(C)C)C2CC2)c2c(c1)C(C)(C)CC(C)(C)O2']
7605,O=C(CCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)N1CCC(Nc2ccc(Cl)c(C(F)(F)F)c2)CC1,FC(F)(F)c1cc(NC2CCNCC2)ccc1Cl.O=C(O)CCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,2,"['Fc1ccc(Cl)c(C(F)(F)F)c1', 'NC1CCN(C(=O)CCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)CC1']",[],['O=C(CCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)N1CCC(Nc2ccc(Cl)c(C(F)(F)F)c2)CC1'],0.0,0.0,"['Fc1ccc(Cl)c(C(F)(F)F)c1', 'NC1CCN(C(=O)CCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)CC1']","['FC(F)(F)c1cc(NC2CCNCC2)ccc1Cl', 'O=C(O)CCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1']"
7665,CC(C)(C)OC(=O)NC(C(=O)c1ccc(OCC2CC2)cc1)c1ccc(Cl)c(Cl)c1,CC(C)(C)OC(=O)NC(C(=O)c1ccc(O)cc1)c1ccc(Cl)c(Cl)c1.OCC1CC1,1,"['CC(C)(C)OC(N)=O', 'O=C(c1ccc(OCC2CC2)cc1)C(O)c1ccc(Cl)c(Cl)c1']",[],['CC(C)(C)OC(=O)NC(C(=O)c1ccc(OCC2CC2)cc1)c1ccc(Cl)c(Cl)c1'],0.0,0.0,"['CC(C)(C)OC(N)=O', 'O=C(c1ccc(OCC2CC2)cc1)C(O)c1ccc(Cl)c(Cl)c1']","['CC(C)(C)OC(=O)NC(C(=O)c1ccc(O)cc1)c1ccc(Cl)c(Cl)c1', 'OCC1CC1']"
7712,O=C(O)c1cc(Br)cc(-c2cccnc2)c1,COC(=O)c1cc(Br)cc(-c2cccnc2)c1,6,"['Brc1cccnc1', 'O=C(O)c1cc(Br)cc(B(O)O)c1']",[],['O=C(O)c1cc(Br)cc(-c2cccnc2)c1'],0.0,0.0,"['Brc1cccnc1', 'O=C(O)c1cc(Br)cc(B(O)O)c1']",['COC(=O)c1cc(Br)cc(-c2cccnc2)c1']
7716,O=Cc1ccc(-c2cc3c(c(C45CC6CC(CC(C6)C4)C5)c2)OCO3)cc1,Brc1cc2c(c(C34CC5CC(CC(C5)C3)C4)c1)OCO2.O=Cc1ccc(B(O)O)cc1,3,"['O=Cc1ccc(-c2cc3c(c(C4CCCCC4)c2)OCO3)cc1', 'C1C2CC3CC1CC(C2)C3']",[],['O=Cc1ccc(-c2cc3c(c(C45CC6CC(CC(C6)C4)C5)c2)OCO3)cc1'],0.0,0.0,"['O=Cc1ccc(-c2cc3c(c(C4CCCCC4)c2)OCO3)cc1', 'C1C2CC3CC1CC(C2)C3']","['Brc1cc2c(c(C34CC5CC(CC(C5)C3)C4)c1)OCO2', 'O=Cc1ccc(B(O)O)cc1']"
7746,CC(C)(C)c1ccc(C(=O)NN)cc1,CC(C)(C)c1ccc(C(=O)O)cc1.NN,2,['CC(C)(C)OC(=O)NNC(=O)c1ccc(C(C)(C)C)cc1'],[],['CC(C)(C)c1ccc(C(=O)NN)cc1'],0.0,0.0,['CC(C)(C)OC(=O)NNC(=O)c1ccc(C(C)(C)C)cc1'],"['CC(C)(C)c1ccc(C(=O)O)cc1', 'NN']"
7818,COc1ccc(I)c(OCC2CO2)c1,COc1ccc(I)c(O)c1.ClCC1CO1,1,"['COc1ccc(Br)c(O)c1', 'BrCC1CO1']",[],['COc1ccc(I)c(OCC2CO2)c1'],0.0,0.0,"['COc1ccc(Br)c(O)c1', 'BrCC1CO1']","['COc1ccc(I)c(O)c1', 'ClCC1CO1']"
7822,CC(C)(C)OC(=O)N1CC2=C(C1)CN(c1ncc(C(=O)O)s1)C2,CCOC(=O)c1cnc(N2CC3=C(CN(C(=O)OC(C)(C)C)C3)C2)s1,6,"['O=C(O)c1cnc(Br)s1', 'CC(C)(C)OC(=O)N1CC2=C(CNC2)C1']",[],['CC(C)(C)OC(=O)N1CC2=C(C1)CN(c1ncc(C(=O)O)s1)C2'],0.0,0.0,"['O=C(O)c1cnc(Br)s1', 'CC(C)(C)OC(=O)N1CC2=C(CNC2)C1']",['CCOC(=O)c1cnc(N2CC3=C(CN(C(=O)OC(C)(C)C)C3)C2)s1']
7835,Cn1c(CO)cc2cccnc21,CCOC(=O)c1cc2cccnc2n1C,7,['COC(=O)c1cc2cccnc2n1C'],[],['Cn1c(CO)cc2cccnc21'],0.0,0.0,['COC(=O)c1cc2cccnc2n1C'],['CCOC(=O)c1cc2cccnc2n1C']
7865,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C#CCCCOC)cc21,COCCCC#Cc1ccc2c(c1)[C@@H](N(C)C(=O)OC(C)(C)C)CC[C@H]2c1ccc(Cl)c(Cl)c1,6,['CCCC#COCC'],[],['CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C#CCCCOC)cc21'],0.0,0.0,['CCCC#COCC'],['COCCCC#Cc1ccc2c(c1)[C@@H](N(C)C(=O)OC(C)(C)C)CC[C@H]2c1ccc(Cl)c(Cl)c1']
7866,CCN(CC)c1ccc(-c2nc3c(N4CCN(Cc5cn(CC)c(=O)[nH]c5=O)CC4)cccc3[nH]2)cc1,CCN(CC)c1ccc(-c2nc3c(N4CCNCC4)cccc3[nH]2)cc1.CCn1cc(C=O)c(=O)[nH]c1=O,1,['CCN(CC)c1ccc(-c2nc3c(N4CCN(C(=O)c5cn(CC)c(=O)[nH]c5=O)CC4)cccc3[nH]2)cc1'],[],['CCN(CC)c1ccc(-c2nc3c(N4CCN(Cc5cn(CC)c(=O)[nH]c5=O)CC4)cccc3[nH]2)cc1'],0.0,0.0,['CCN(CC)c1ccc(-c2nc3c(N4CCN(C(=O)c5cn(CC)c(=O)[nH]c5=O)CC4)cccc3[nH]2)cc1'],"['CCN(CC)c1ccc(-c2nc3c(N4CCNCC4)cccc3[nH]2)cc1', 'CCn1cc(C=O)c(=O)[nH]c1=O']"
7884,O=C(O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,6,"['O=C(O)CCl', 'O=c1[nH]c2ccccc2n1C1CCNCC1']",[],['O=C(O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1'],0.0,0.0,"['O=C(O)CCl', 'O=c1[nH]c2ccccc2n1C1CCNCC1']",['CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1']
7915,CC(=O)N1CCC2(C1)CN(C(=O)Nc1ncc(Cl)s1)c1ccc(CCC(=O)N3CCC3)cc12,C1CNC1.CC(=O)N1CCC2(C1)CN(C(=O)Nc1ncc(Cl)s1)c1ccc(CCC(=O)O)cc12,2,['O=C=Nc1ncc(Cl)s1'],[],['CC(=O)N1CCC2(C1)CN(C(=O)Nc1ncc(Cl)s1)c1ccc(CCC(=O)N3CCC3)cc12'],0.0,0.0,['O=C=Nc1ncc(Cl)s1'],"['C1CNC1', 'CC(=O)N1CCC2(C1)CN(C(=O)Nc1ncc(Cl)s1)c1ccc(CCC(=O)O)cc12']"
8011,CCn1ncc2c(Cl)c(C(N)=O)cnc21,CCn1ncc2c(Cl)c(C(=O)NCc3ccccc3)cnc21,9,"['CN(C)C=O', 'CCn1ncc2c(Cl)c(C(=O)O)cnc21']",[],['CCn1ncc2c(Cl)c(C(N)=O)cnc21'],0.0,0.0,"['CN(C)C=O', 'CCn1ncc2c(Cl)c(C(=O)O)cnc21']",['CCn1ncc2c(Cl)c(C(=O)NCc3ccccc3)cnc21']
8035,CS(=O)(=O)c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,CS(=O)(=O)c1cc2nccc(Oc3ccc(N)cc3F)c2s1.O=C(Cc1ccccc1)N=C=S,2,"['CS(=O)(=O)c1cc2nccc(O)c2s1', 'O=C(Cc1ccccc1)NC(=S)Nc1ccc(F)cc1']",[],['CS(=O)(=O)c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1'],0.0,0.0,"['CS(=O)(=O)c1cc2nccc(O)c2s1', 'O=C(Cc1ccccc1)NC(=S)Nc1ccc(F)cc1']","['CS(=O)(=O)c1cc2nccc(Oc3ccc(N)cc3F)c2s1', 'O=C(Cc1ccccc1)N=C=S']"
