target_smiles_canonical,product_smiles_canonical,reactant_smiles_canonical,stability_score,stability_assessment,stability_issues,hallucination_score,hallucination_severity
CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,OCCC(CCO)c1ccc(O)cc1,C=Cc1ccc(O)cc1,100,Likely stable,,60,medium
CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,OCCC(CCO)c1ccc(O)cc1,C1CO1,80,Likely stable,Three-membered heterocycle (potentially unstable),60,medium
CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,C=Cc1ccc(O)cc1,C=Cc1ccc(OC)cc1,100,Likely stable,,95,low
CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,Cc1cc(Cl)c(OCCCl)c(Cl)c1,ClCCBr,100,Likely stable,,95,low
CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,Cc1cc(Cl)c(OCCCl)c(Cl)c1,Cc1cc(Cl)c(O)c(Cl)c1,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)N1CCNCC1,,,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CCCCOC(=O)Cl,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)N1CCNCC1,C1CNCCN1,95,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)N1CCNCC1,CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)O,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)O,CC(C)(C)[Si](OCCC[C@H](N)C(=O)O)(c1ccccc1)c1ccccc1,,,,75,medium
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)O,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,100,Likely stable,,75,medium
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)[Si](OCCC[C@H](N)C(=O)O)(c1ccccc1)c1ccccc1,N[C@@H](CCCO)C(=O)O,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)[Si](OCCC[C@H](N)C(=O)O)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1,,,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,N[C@@H](CCCO)C(=O)O,N[C@@H](CCCOCc1ccccc1)C(=O)O,100,Likely stable,,0,critical
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1,CC(C)(C)[SiH](c1ccccc1)c1ccccc1,,,,90,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)[SiH](c1ccccc1)c1ccccc1,Cl[SiH](c1ccccc1)c1ccccc1,,,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)[SiH](c1ccccc1)c1ccccc1,[Li]C(C)(C)C,,,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,Cl[SiH](c1ccccc1)c1ccccc1,Cl[Si](Cl)(Cl)c1ccccc1,,,,90,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,Cl[SiH](c1ccccc1)c1ccccc1,Br[Mg]c1ccccc1,,,,90,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,Cl[Si](Cl)(Cl)c1ccccc1,[SiH3]c1ccccc1,,,,85,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,Cl[Si](Cl)(Cl)c1ccccc1,ClCl,100,Likely stable,,85,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,[SiH3]c1ccccc1,Brc1ccccc1,100,Likely stable,,90,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,[SiH3]c1ccccc1,Cl[SiH2]Cl,100,Likely stable,,90,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,Brc1ccccc1,c1ccccc1,100,Likely stable,,55,medium
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,Brc1ccccc1,O=C1CCC(=O)N1Br,95,Likely stable,,55,medium
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,Br[Mg]c1ccccc1,[Mg],100,Likely stable,,0,critical
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,C=C(C)C,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)OC(=O)O,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)OC(=O)O,C=C(C)C,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)OC(=O)O,O=C(O)OC(=O)O,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CCCCOC(=O)Cl,CCCCO,100,Likely stable,,95,low
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CCCCOC(=O)Cl,O=C(Cl)Cl,100,Likely stable,,95,low
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,CC1(CO)COC(C)(C)C(=O)N1,,,,95,low
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,BrCc1ccccc1,100,Likely stable,,95,low
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,CC1(CO)COC(C)(C)C(=O)N1,CC(C)(O)CNC(C)(C)CO,100,Likely stable,,70,medium
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,CC1(CO)COC(C)(C)C(=O)N1,O=C=O,65,Moderately stable,Contains carbene (highly reactive intermediate),70,medium
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,CC(C)(O)CNC(C)(C)CO,CC1(C)CO1,80,Likely stable,Three-membered heterocycle (potentially unstable),75,medium
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,CC(C)(O)CNC(C)(C)CO,CC(C)(N)CO,100,Likely stable,,75,medium
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,BrCc1ccccc1,Cc1ccccc1,100,Likely stable,,55,medium
CC1(C)OCC(C)(CO)N(Cc2ccccc2)C1=O,BrCc1ccccc1,O=C1CCC(=O)N1Br,95,Likely stable,,55,medium
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)O)nc1C(F)(F)F,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CO[C@@H]1CN(c2cccc(C(=O)O)c2)CC[C@@H]1N,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)O)nc1C(F)(F)F,CCc1[nH]c(Br)nc1C(F)(F)F,100,Likely stable,,80,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(Br)nc1C(F)(F)F,CCc1[nH]cnc1C(F)(F)F,100,Likely stable,,90,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]cnc1C(F)(F)F,C#Cc1[nH]cnc1C(F)(F)F,70,Moderately stable,Contains carbene (highly reactive intermediate),100,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,C#Cc1[nH]cnc1C(F)(F)F,CC(C)(O)C#Cc1[nH]cnc1C(F)(F)F,70,Moderately stable,Contains carbene (highly reactive intermediate),85,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CC(C)(O)C#Cc1[nH]cnc1C(F)(F)F,CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,70,Moderately stable,Contains carbene (highly reactive intermediate),70,medium
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,C#CC(C)(C)O,65,Moderately stable,Contains carbene (highly reactive intermediate),95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,C[Si](C)(C)CCOCCl,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,FC(F)(F)c1nc[nH]c1Br,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CO[C@@H]1CN(c2cccc(C(=O)O)c2)CC[C@@H]1N,COC(=O)c1cccc(N2CC[C@H](N)[C@H](OC)C2)c1,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,COC(=O)c1cccc(N2CC[C@H](N)[C@H](OC)C2)c1,CO[C@@H]1CNCC[C@@H]1N,95,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,COC(=O)c1cccc(N2CC[C@H](N)[C@H](OC)C2)c1,COC(=O)c1cccc(Br)c1,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1NC(=O)OC(C)(C)C,100,Likely stable,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,Fc1ccccc1F,100,Likely stable,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1NC(=O)OC(C)(C)C,C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1NC(=O)OC(C)(C)C,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1NC(=O)OC(C)(C)C,O=C1NC(=O)c2ccccc21,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1NC(=O)OC(C)(C)C,C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1N,100,Likely stable,,75,medium
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,100,Likely stable,,75,medium
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1N,C=C[CH]c1cccnc1[C@H](Br)CC[C@H](N)C=C,,,,65,medium
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[CH]c1cccnc1[C@H](Br)CC[C@H](N)C=C,C=C[CH]c1cccnc1CC[C@H](N)C=C,,,,85,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[CH]c1cccnc1CC[C@H](N)C=C,C=C[C@@H](N)CCc1ncccc1Br,,,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[CH]c1cccnc1CC[C@H](N)C=C,C=CB(O)O,100,Likely stable,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H](N)CCc1ncccc1Br,C=CC(=O)CCc1ncccc1Br,,,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H](N)CCc1ncccc1Br,N,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=CC(=O)CCc1ncccc1Br,CC(=O)CCc1ncccc1Br,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=CC(=O)CCc1ncccc1Br,C=O,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(=O)CCc1ncccc1Br,CC(=O)CC(C)=O,100,Likely stable,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(=O)CCc1ncccc1Br,ClCc1ncccc1Br,100,Likely stable,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,C=C(C)C,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)OC(=O)O,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(C)(C)OC(=O)OC(=O)O,C=C(C)C,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,CC(C)(C)OC(=O)OC(=O)O,O=C(O)OC(=O)O,100,Likely stable,,95,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,O=C1NC(=O)c2ccccc21,NC(N)=O,100,Likely stable,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,O=C1NC(=O)c2ccccc21,O=C1OC(=O)c2ccccc21,100,Likely stable,,90,low
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,Fc1ccccc1F,Oc1ccc(F)c(F)c1,100,Likely stable,,95,low
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC(C)c1ccc(O)cc1,100,Likely stable,,95,low
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC1(C)SC2(CCC(Cl)CC2)N[C@H]1C(=O)O,,,,95,low
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC(C)c1ccc(O)cc1,COc1ccc(C(C)C)cc1,100,Likely stable,,95,low
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC1(C)SC2(CCC(Cl)CC2)N[C@H]1C(=O)O,CC(C)(S)[C@@H](N)C(=O)O,100,Likely stable,,65,medium
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC1(C)SC2(CCC(Cl)CC2)N[C@H]1C(=O)O,O=C1CCC(Cl)CC1,100,Likely stable,,65,medium
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC(C)(S)[C@@H](N)C(=O)O,COC(=O)[C@H](N)C(C)(C)S,100,Likely stable,,95,low
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,O=C1CCC(Cl)CC1,OC1CCC(Cl)CC1,100,Likely stable,,100,low
CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CC(C)Oc1ccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)cc1Cl,100,Likely stable,,95,low
CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CCOC(=O)CCBr,100,Likely stable,,95,low
CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CC(C)Oc1ccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)cc1Cl,N=C(NO)c1ccc2[nH]ccc2c1,100,Likely stable,,0,critical
CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CC(C)Oc1ccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)cc1Cl,CC(C)Oc1ccc(C(=O)O)cc1Cl,100,Likely stable,,0,critical
CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CCOC(=O)CCBr,CCOC(=O)CCO,100,Likely stable,,55,medium
CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CCOC(=O)CCBr,O=C1CCC(=O)N1Br,95,Likely stable,,55,medium
CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,100,Likely stable,,95,low
CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CNC1CC1,100,Likely stable,,95,low
CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,CC1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,100,Likely stable,,100,low
CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,C=Cc1ccc(C(C)=O)cc1O,100,Likely stable,,65,medium
CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,O=CC(O)CO,,,,65,medium
CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,C=Cc1ccc(C(C)=O)cc1O,CC(=O)OC(C)=O,100,Likely stable,,90,low
CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,C=Cc1ccc(C(C)=O)cc1O,C=Cc1ccccc1O,100,Likely stable,,90,low
C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,C[C@H]1OC[C@@H]2CC[C@@H](Br)CN2C1=O,90,Likely stable,,90,low
C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,Nc1nccn2c(Br)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,,,,90,low
C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,C[C@H]1OC[C@@H]2CC[C@@H](Br)CN2C1=O,C[C@H](O)C(=O)N1[C@@H](CCl)CC[C@@H]1Br,,,,40,medium
C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,C[C@H](O)C(=O)N1[C@@H](CCl)CC[C@@H]1Br,C[C@H](O)C(=O)N1CCC[C@@H]1CCl,95,Likely stable,,90,low
